Hanja,mean,sound,meanFiveElements,soundFiveElements
位,"벼슬,자리, 벼슬, 지위, 위치, 자리, 자리 잡다, 분",위,화,토
樒,"침향(향나무), 침향",밀,목,수화
叶,"맞을, 맞다 , 화합하다",협,수,토수
泂,"멀, 멀다, 깊다",형,수,토
隗,"높을, 높다 , 성의 하나",외,토,토
國,"나라, 나라, 나라를 세우다",국,수,목
埜,"들, 들, 들판, 민간, 문밖, 마을, 시골, 성밖",야,토,토
屋,"집, 집, 덮개, 지붕 , 장막 , 묘 , 무거운 형벌로 다",옥,목,토목
域,"지경, 지경, 땅 가장자리, 나라, 곳, 경계를 짓다",역,토,토목
萩,"사철쑥, 사철쑥, 개오동나무",추,목,금
桷,"서까래, 서까래 - 보에 걸친나무) ,",각,목,목
蒲,"부들, 부들, 부들자리, 냇버들",포,목,수
涓,"시내, 시내, 수량이 적은 물, 물방울",연,수,토화
贏,"남을, 남다 , 돈을 벌다 , 성하다 , 넘치다",영,금,토
功,"공훈, 공적, 보람, 공치사하다, 일, 상복 이름",공,목,목토
髲,"다리(머리위에 추가한 딴머리), 다리 , 가발 , 월자",피,화,수
綥,"연둣빛, 연둣빛 , 들메끈",기,목,목
肄,"익힐, 익히다, 수,고 노력",이,화,토
哉,"비롯할, 어조사, 비롯하다 불용문자 ",재,수,금
封,"봉할, 봉하다( 제후로 삼다), (제사 지내려) 흙더미를 쌓다,",봉,토,수토
飆,"폭풍, 폭풍, 회오리바람, 광풍, 폭풍 불어 올리다",표,목,수
杋,"수부나무, 뗏목",범,목,수
滕,"물 솟을, 물 솟다 , 물이 끓어 오르다 , 방언하다",등,수,화토
焱,"불꽃,  ",혁,화,토목
樽,"술통, 술통, 술그릇, 그치다, 그만두다",준,목,금화
迹,"자취, 자취, 좇다, 상고하다",적,토,금목
聳,"솟을, 솟다 , 솟게 하다 , 두려워하다 , 권하다 , 공경하다",용,화,토
盙,"제기 이름, 제기이름 , 보궤",보,토,수
嬛,"산뜻할, 산뜻하다, 경편하다",현,토,토화
巑,"산뾰족할, 산 뾰족하다, 높이 솟다, 고상하다",찬,토,금화
箔,"발, 발(대오리나 갈대 같은 것으로 엮어 만든 물건), 잠박(누에 받침)",박,목,수목
烘,"횃불, 불을 때다, 밝다, 쬐다, 타다",홍,화,토
跣,"맨발, 맨발 , 맨발로 다니다",선,토,금화
熢,"봉화, 봉화 , 병화 , 봉화대 , 불기운",봉,화,수토
彀,"당길, 당기다, 활을 쏘다 , 활을 쏘기에 알맞은 거리 , 과녁, 구율",구,화,목
菶,"풀 무성할, 풀이 무성하다 , 풀이 우거지다 , 열매가 많이 열리다",봉,목,수토
韃,"종족 이름, 종족 이름 , 매질하다 , 치다",달,금,화
邏,"순라, 돌다, 순찰하다, 연하 따위가 산에 끼이다, 순찰하는 사람",라,토,화
夥,"많을, 많다 , 넉넉하다 , 모이다 , 동아리",과,수,목
秢,"벼 처음 익을, 벼 처음 익다 , 나이",영,목,토
桀,"쾌걸, 홰, 사납다, 교활하다, 들다, 뛰어나다",걸,목,목화
褘,"아름다울, 아름답다 , 폐슬 , 향낭",위,목,토
琝,"옥돌, 옥돌",민,금,수화
謝,"사례할, 끊다, 사양하다, 물러나다, 물러가다, 시들다, 사죄하다",사,금,금
柢,"뿌리, 뿌리 , 밑 , 근본 , 싹트다 , 뿌리를 내리다",저,목,금
顓,"오로지, 오로지 , 착하다 , 어리석다 , 삼가는 모양 , 작은 모양",전,화,금화
瑉,"옥돌, 옥돌",민,금,수화
婿,"사위, 사위 , 남편 , 벗",서,토,금
鈕,"도장 손잡이, 인꼭지, 거울 손잡이, 단추",유,금,토
陴,"성가퀴, 성가퀴 , 돕다 , 보비하다",비,토,수
握,"쥘, 쥐다, 줌(주먹으로 쥘 만한 분량), 주먹, 손아귀",악,목,토목
勇,"날랠, 날래다 , 용감하다 , 과감하다 , 결단력이 있다",용,토,토
南,"남녘,집 , 조선시대＇예조를 일컫던 말",궁,화,목토성(姓)씨 사용
洄,"돌아흐를, 돌아흐르다 , 거슬러 올라가다 , 어리석다",회,수,토
朗,"밝을, 밝다, 맑다",낭,수,화토
鄱,"고을 이름, 고을 이름 , 호수이름",파,토,수
盓,"물 소용돌이쳐 흐를, 물이 소용돌이쳐 흐르다 , 소용돌이치는 모양",우,토,토
堯,"요임금, 요임금 , 높은 모양 , 높다 , 멀다",요,토,토
苑,"동산, 나라 동산",원,목,토화
鶤,"봉황, 봉황 , 댓닭",곤,화,목화
庭,"뜰, 뜰, 조정(廷), 곧다, 사이가 멀다",정,목,금토
河,"물, 물, 황하(黃河), 운하",하,수,토성(姓)씨 사용
鍛,"단련할, 두드리다, 대장일, 익히다, 얽다, 때리다, 숫돌, 포,",단,금,화
嶁,"봉우리, 봉우리, 산봉우리 이름, 산꼭대기",루,토,화
虯,"규룡, 규룡 , 뿔 없는 용 , 규룡",규,수,목
蒐,"모을, 모으다, 사냥, 숨기다, 꼭두서니",수,목,금
爛,"찬란할, 곱다, 빛나다",란,화,화
惗,"사랑할, 사랑하다, 생각하다",녑,화,화수
婇,"여자이름, 여자의 자",채,토,금
渷,"물 이름, 물의 이름 , 고을 이름",연,수,토화
講,"익힐, 풀이하다, 이야기하다, 익히다, 꾀하다, 토구하다, 화해하다, 강의",강,금,목토
筦,"다스릴,피리,  ",관,목,목화
茶,"차,  ",다,목,화
愭,"공손할, 공손하다 , 두렵다 , 공경하다",기,화,목
六,"여섯, 여섯 , 여섯 번 , 죽이다",륙,토,화목
渊,"못, 연못, 소, 웅덩이, 모이는 곳, 근원",연,수,토화
詔,"고할, 조서, 가르치다, 왕호",조,금,금
苴,"깔, 깔다 , 검다 , 거칠다 , 삼 , 삼씨 , 꾸러미 , 성",저,목,금
嘹,"울,새소리, 울다 , 맑은 소리 , 피리 소리 , 새소리",료,수,화
食,"밥, 밥, 먹다, 먹이, 제사, 녹, 벌이, 현혹하다, 지우다",식,수,금목
泱,"깊을, 깊다 , 넓다 , 구름이 일다",앙,수,토
鋽,"불리지 않은 쇠, 불리지 않은 쇠 , 물건을 태우는 그릇",조,금,금
琡,"구슬, 옥이름 , 큰 홀",숙,금,금목
頑,"완고할, 완고하다 , 미련하다 , 무디다 , 둔하다 , 욕심이 많다 , 탐하다",완,화,토화
紋,"무늬, 무늬, 문채",문,목,수화
榛,"개암나무, 개암나무, 덤불, 잡목의 숲, 우거지다",진,목,금화
菀,"무성할, 자완 , 탱알 , 동산",울,목,토화
搗,"찧을, 다듬이질하다,두드리다",도,목,화
洪,"큰물, 크다, 넓다, 성(姓)",홍,수,토성(姓)씨 사용
秒,"분초, 초(시간 또는 각도의 단위)",초,목,금
溝,"개천, 봇도랑(전답 사이의 수로), 도랑, 시내, 해자, 도랑을 파다",구,수,목
嫣,"아름다울, 아름답다 , 상긋웃다 , 연하다, 아름다운 모양",언,토,토화
第,"차례, 집, 차례, 과거, 급제하다, 다만",제,목,금
皬,"흴(희다), 희다 , 희고 깨끗하다",학,금,토목
絃,"풍류줄, (현악기의) 줄, 현악기, 타다",현,목,토화
鴛,"원앙, 원앙 , 원앙의 수컷",원,화,토화
揃,"자를,기록할, 자르다, 뽑다 , 나누다, 멸하다, 기록하다",전,목,금화
蔟,"대주, 대주 , 정월 , 섶 , 무",주,목,금
桐,"오동나무, 현삼과의 낙엽 활엽 교목",동,목,화토
富,"부자, 부유하다 , 가멸다 , 성하다 불용문자 ",부,목,수
普,"넓을, 널리, 넓다, 크다, 나라 이름(프러시아 普魯士의 약칭)",보,화,수
笯,"새장, 새를 넣어 기르는 장",노,목,화
嘿,"고요할, 고요하다 , 말을 아니하다 , 입을 다물다 , 잠잠하다",묵,수,수목
瞮,"눈 밝을, 눈이 밝다",철,목,금화
幪,"덮을, 덮다 , 무성하다, 덮어 씌우다 , 건",몽,목,수토
赦,"용서할, 용서하다 , 탕감하다, 버리다, 사면",사,화,금
晐,"갖출, 갖추다,",해,화,토
瓘,"서옥, 옥 이름",관,금,목화
揆,"헤아릴, 헤아리다, 법도, 꾀, 계략, 벼슬, 벼슬아치, 재상",규,목,목
剆,"가지칠, 가지 치다 , 나뭇가지를 치다",나,금,화
妙,"묘할, 묘하다, 젊다, 예쁘다",묘,토,수
俺,"클, 크다 , 어리석다 , 나, 우리들",엄,화,토수
闚,"엿볼, 엿보다 , 잠깐 보다 , 훔쳐보다 , 조사하다",규,목,목
裍,"걷어 올릴, 걷어 올리다 , 두드리어 죄다 , 이루다",곤,목,목화
醞,"빚을, 빚다 , 거듭 빚다 , 조화하다 , 온자하다",온,금,토화
拾,"주울, 줍다, 팔찌",습,목,금수
菓,"과실, 과일, 실과, (韓) 과자, 果의 俗字",과,목,목
沇,"강 이름, 강 이름, 물 이름, 고을 이름, 흐르다, 침향",윤,수,토화
紕,"가선,잘못할, 가선 , 해진 비단",비,목,수
洶,"용솟음칠, 물살이 세차다",흉,수,토
蕎,"메밀, 메밀",교,목,목
鹺,"소금, 소금 , 진한 소금기 , 짜다",차,수,금
沈,"성씨, 성씨",심,수,금수성(姓)씨 사용
畧,"다스릴, 다스리다 , 둘러 보다 , 범하다 , 빼앗다 , 치다 , 줄이다",약,토,토목
韲,"회, 회 , 양념",제,목,금
奲,"풍부할,  ",다,목,화
儸,"간능 있을( 능력있는), 간능( 일하는 능력) 있다, 일을 잘 처리하다",나,화,화
想,"생각, 생각 , 생각컨대 , 생각하다, 그리워하다 , 상상하다",상,화,금토
欹,"아(감탄사), 아! , 브라보 , 기울다 , 비뚤어지다 , 기대다 , 의",의,화,토
痊,"나을, 낫다 , 고치다",전,수,금화
劮,"기쁠, 기쁘다, 외람하다,",일,토,토화
斜,"비낄, 비끼다, 비뚤게 두다 , 기울다 , 굽다",사,화,금
皗,"밝을, 밝다 , 비단이 희다",주,금,금
縢,"봉할, 봉하다 , 노 , 끈, 행전 , 주머니",등,목,화토
筽,"버들고리, 버들 고리, 조",오,목,토
鶻,"송골매, 송골매, 산비둘기 , 나라 이름",골,화,목화
釤,"낫, 낫 , 사마륨 , 베다 , 쪼개다 , 날카롭다",삼,금,금수
眹,"눈동자, 눈동자 , 조짐 , 점괘",진,목,금화
瓓,"옥광채, 옥무늬",난,금,화
陲,"변방, 변방 , 부근 , 근처 , 경계 , 위태하다",수,토,금
監,"볼, 보다, 살피다, 감옥, 비추어보다, 거울삼다",감,금,목수
勸,"권한, 권하다, 인도하다, 가르치다, 힘쓰다, 따르다, 권고, 권면",권,토,목화
撰,"지을, (시를) 짓다, 적다, 기록하다, 가지다, 일, 사항, 저술",찬,목,금화
鏞,"종, 쇠북 , 종",용,금,토
淙,"물소리, 물 소리, 물 흐르는 모양, 물을 대다",종,수,금토
製,"지을, 짓다, 만들다, 모습, 비옷, 우의",제,목,금
恰,"흡사할, 마치, 꼭, 새 우는 소리",흡,화,토수
解,"풀, 풀다, 가르다, 흩(어지)다",해,목,토
楝,"멀구슬나무, 멀구슬나뭇과의 낙엽 활엽 교목",연,목,토화
安,"편안, 편안하다, 안존하다, 편안히 하다, 어디에, 어찌, 이에(乃) 불용문자 ",안,목,토화성(姓)씨 사용
嶢,"높을, 높다 , 높고 멀다 , 메마르다 , 산 이름",요,토,토
轣,"갈, 갈다 , 삐걱거리다 , 속이다 , 차에 치이다",역,화,토목
撛,"붙들, 붙들다, 구원하다, 빼어나다",린,목,화
噉,"먹을, 먹다 , 먹이다 , 씹다 , 연하다 , 탐하다",담,수,화수
踶,"밟을, 밟다 , 뒷발질하다 , 발굽 , 힘쓰다",제,토,금
悋,"아낄,인색할, 아끼다 , 인색하다, 소중히 여기다 , 주저하다",인,화,토화
醯,"식혜, 초(신 조미료)",혜,금,토
臨,"임할, 임하다, 왕림하다, 전쟁 수레, (글씨를) 쓰다",림,화,화수
舽,"배, 배, 오나라의 배",방,목,수토
宁,"뜰, 집 안의 앞뒤나 좌우로 가까이 딸려 있는 빈터 , 우두커니 서다",저,목,금
弼,"도울, 돕다,",필,금,수화성(姓)씨 사용
玠,"홀, 홀(제후 의식에 쓰던), 큰 서옥(상서로운 구슬)",개,금,목
他,"다를, 다르다, 다른 사람, 딴 일(곳 마음), 간사하다, 그 사람",타,화,화
岡,"산등성이 , 산 등성이, 언덕",전,토,금화성(姓)씨 사용
貃,"맥국, 맥국, 북방 종족 , 오랑캐 , 맹수의 이름 , 조용하다",맥,수,수목
萊,"쑥, 명아주(식용식물), 거칠다, 묵정밭, 잡초",래,목,화
纊,"솜, 솜 , 솜옷 , 누에고치",광,목,목토
釵,"비녀, 비녀",채,금,금
冕,"면류관, 면류관",면,목,수화
宛,"굽을,완연할, 굽다, 완연히, 작은 모양, 나라 이름",완,목,토화
塘,"못(연못), 넓고 오목하게 팬 땅에 물이 괴어 있는 곳 , 연못 , 방죽",당,토,화토
閔,"성, 위문하다, 우환, 근심하다, 가엾게 여기다, 힘쓰다 불용문자 ",민,목,수화성(姓)씨 사용
墐,"매흙질할, 바르다, 매흙질하다, 파묻다, 도랑가에 나 있는 길",근,토,목화
蒻,"구약나무, 구약나물 , 부들",약,목,토목
律,"법, 법, 법령, 가락, 피리, 한시의 한 체, 자리, 정도, 본뜨다",율,화,토화
苓,"도꼬마리, 도꼬마리(한해살이풀) , 향기풀 이름 , 원추리",영,목,토
務,"힘쓸, 힘쓰다, 일, 직무",무,토,수
囂,"들렐, 야단스레 떠들다 , 시끄럽다",효,수,토
悕,"원할, 원하다, 바라다 , 슬퍼하다",희,화,토
撿,"검사할, 검사하다 , 조사하다 , 단속하다 , 검속하다",검,목,목수
崔,"성, 높고 크다",최,토,금성(姓)씨 사용
抲,"지휘할, 지휘하다 , 체포하다",하,목,토
笧,"책,채찍, 책 , 칙서 , 꾀 , 권 , 성의 하나 , 대쪽 , 과제",책,목,금목
留,"머무를, 머무르다 , 정지하다 , 뒤지다 , 지체하다, 늦다 , 붙잡다 불용문자 ",유,토,토
嵂,"가파를, 가파르다, 산이 높고 험한 모양",률,토,화
韍,"폐슬, 폐슬 , 슬갑",불,금,수화
蘿,"쑥(나물종류), 쑥, 여라(이끼), 풀가사리",나,목,화
誧,"도울, 돕다 , 말이 크다 , 간하다",포,금,수
鰱,"연어, 연어과의 바닷 물고기",련,수,화
暳,"별반짝일, 별이 반짝이다",혜,화,토
鶴,"학, 학, 두루미, 희다 불용문자 ",학,화,토목
孅,"가늘, 가늘다, 약하다, 자질구레하다, 교활하다",섬,토,금수
凖,"준할, 준하다, 의거하다, 본보기로 삼다, 본받다, 바로잡다, 고르다",준,수,금화
芃,"무성할, 무성하다, 더북더북하다",봉,목,수토
闃,"고요할, 고요하다 , 조용하다 , 인기척이 없다",격,목,목
晠,"밝을, 밝다, 환하다, 빛나다, 성하다",성,화,금토
斑,"아롱질, 얼룩",반,금,수화
鬒,"숱 많고 검을, 숱 많고 검다 , 머리숱이 많다 , 털이 검고 윤기가 있다",진,화,금화
噥,"소곤거릴, 소곤거리는 모양 , 헛소리",농,수,화토
橐,"전대, 전대 , 풀무 , 절구질 하는 소리",탁,목,화목
麗,"고을, 곱다, 맑다, 나라 이름",여,토,토
榎,"개오동나무, 개오동나무, 회초리 , 팽나무",가,목,목
甬,"길, 길, 섬 휘, 땅 이름",용,수,토
懸,"달릴, 매달다, 달리다, 걸다, 멀리, 빚",현,화,토화
碎,"부술, 부수다 , 부서지다 , 깨뜨리다 , 잘다 , 부스러기",쇄,금,금
貹,"재물, 재물 , 재물을 관리하는 사람 , 재물 , 재물을 관",성,금,금토
灄,"강 이름, 강의 이름 , 물의 이름 , 흠치르르한 모양 , 흠치르르하다",섭,수,금수
蜝,"방게, 방게 , 왕거머리",기,수,목
巾,"수건, 수건 , 헝겊, 두건 , 공포",건,목,목화
磬,"경쇠, 경쇠(옥이나 돌로 만든 악기의 한 가지), 달리다, 목매다, 굽다, 굽히다, 다하다",경,금,목토
玪,"옥 이름,옥돌, 옥 이름, 아름다운 옥, 옥돌",임,금,토수
寀,"녹봉, 녹봉, 녹봉으로 지급되는 토지",채,목,금
疆,"지경, 지경, 끝, 두둑, 나라, 경계를 설정하다",강,토,목토
西,"서녘, 서녘, 서양, 가다 , 깃들이다 , 옮기다 불용문자 ",서,금,금성(姓)씨 사용
蘯,"쓸, 쓸다 , 움직이다",탕,목,화토
梳,"얼레빗, 얼레빗 , 빗다",소,목,금
掛,"걸, 걸다(懸), 걸쳐 놓다",괘,목,목
絙,"끈, 끈, 인끈(가죽으로 만든 끈)",환,목,토화
捆,"두드릴, 두드리다 , 두드려 단단하게 하다 , 묶다",곤,목,목화
柳,"버들, 버들, 버드나무, 별 이름",류,목,화성(姓)씨 사용
罐,"두레박, 두레박",관,토,목화
瀾,"큰물결, 물결, 물결이 일다, 큰물결",난,수,화
翮,"깃촉, 깃촉 , 새의 날개죽지",핵,화,토목
邸,"집, 사처(숙사), 주막, 집, 밑, 병풍, 다다르다,이르다(抵)",저,토,금성(姓)씨 사용
覡,"박수, 박수(남자 무당)",격,화,목
淐,"물 이름, 물의 이름",창,수,금토
霙,"진눈깨비, 진눈깨비 , 눈 , 눈꽃",영,수,토
觖,"서운해 할, 서운해 하다 , 들추어 내다 , 바라다 , 혀를 차다",결,목,목화
朠,"달빛, 달빛",영,수,토
彫,"새길, 새기다, 꾸미다, 시들다(凋)",조,화,금
鋑,"새길, 새기다 , 조각하다 , 깎다 , 파다, 베다 , 타이르다 , 강등시키다",전,금,금화
艷,"고울, 곱다 , 아름답다 , 탐스럽다 , 선망하다 , 부러워하다 , 탐내다",염,토,토수
康,"편할, 편안하다, 편안히 하다, 즐겁다, 즐거워하다, 풍년이 들다, 비다, 기리다 불용문자 ",강,목,목토성(姓)씨 사용
睿,"슬기, 슬기, 임금의 언행, 성인의언행,",예,목,토
鏇,"갈이틀, 갈이틀 , 선반 , 술을 데우는 냄비 , 쇠붙",선,금,금화
暾,"해돋을, 아침 해 , 해 처음 돋다 , 비추다 , 따스하다 , 수더분하다",돈,화,화
袂,"소매, 소매, 소맷자락",몌,목,수
郡,"고을, 고을",군,토,목화
淹,"담금, 담그다 , 머무르다 , 오래되다 , 적시다",엄,수,토수
鋏,"집게, 부젓가락, 칼(도검)",협,금,토수
鮒,"붕어, 붕어 , 즉어",부,수,수
輞,"바퀴테, 바퀴의 테",망,화,수토
驤,"머리 들, 머리를 들다 , 뛰다 , 달리다 , 빠르다 , 오른쪽 뒷발이 흰 말",양,화,토
潦,"큰비, 큰비, 장마, 길바닥에 괸 물, 요수,",로,수,화
瑮,"옥 무늬, 옥 무늬",율,금,토화
尻,"꽁무니, 꽁무니, 자리잡다",고,수,목
豚,"돼지, 돼지, 지척거리다 불용문자 ",돈,수,화
陽,"별,버들, 볕, 양지, 해, 태양, 양, 양기, 낮, 한낮, 남성",양,토,토
宰,"재상, 재상, 우두머리, 주관하다, 고기를 저미다, 무덤 불용문자 ",재,목,금
豎,"세울, 세우다, 서다, 곧다, 짧다, 천하다, 더벅머리, 아이, 내시",수,목,금
慰,"위로할, 위로하다 , 안심시키다 , 우울해지다 , 울적해지다",위,화,토
箴,"바늘, 바늘, 침, 경계, 경계하다, 잠",잠,목,금수
好,"좋을, 좋다, 훌륭하다, 아름답다, 좋아하다 불용문자 ",호,토,토
鞅,"가슴걸이, 가슴걸이 , 지다 , 원망하다",앙,금,토
湅,"익힐, 익히다 , 단련하다 , 연습하다 , 훈련하다",연,수,토화
祿,"녹, 복, 행복, 복을 내리다",록,목,화목
待,"기다릴, 기다리다 , 대비하다, 대접하다, 모시다, 돕다",대,화,화
